site.id,lat,lon,source,unique.site,ISLAND,STATE,COUNTRY,min_SST,prod,complexity,IslType,wave,arag,depth,cropper,browser,scraper.excavator,total_herb,ratiopq,fleshypq,reefbuilderpq,log10ratiopq
PAG-214,18.10650182,145.7885754,CRED.nSPC,PAG-214 11-04-13 nSPC,Pagan,Uninhabited,MARIAN,25.72949982,319.0016781,0.719063239,high,8418.978263,4.001232147,5,59.29514286,63.99171429,11.35228571,134.6391429,0.477707006,0.523333334,0.25,-0.32083839
PAG-95,18.11717684,145.8044234,CRED.nSPC,PAG-95 11-04-12 nSPC,Pagan,Uninhabited,MARIAN,25.72949982,315.5442707,0.95052969,high,122617.3459,4.001232147,21.8,53.02428571,93.77,85.20942857,315.94,0.206730769,0.693333333,0.143333333,-0.68459488
PAG-0246,18.14379416,145.8117023,CRED.nSPC,PAG-0246 22-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.84199905,318.1267897,0.568106796,high,137653.0274,4.001232147,23.1,4.980571429,40.20285714,46.32371429,91.50714286,0.457364342,0.43,0.196666667,-0.339737698
PAG-0352,18.13149724,145.8107455,CRED.nSPC,PAG-0352 22-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.84199905,318.1267897,1.031153846,high,135324.0086,4.001232147,15.9,56.57057143,93.77,163.2502857,314.0722857,0.153225807,0.826666666,0.126666667,-0.814668083
PAG-132,18.08016068,145.7187997,CRED.nSPC,PAG-132 11-04-11 nSPC,Pagan,Uninhabited,MARIAN,25.61400032,263.4563836,0.540145928,high,38452.95692,4.001232147,22.5,11.338,20.26342857,9.608,41.20942857,0.195652174,0.613333333,0.12,-0.708515322
PAG-0326,18.0776638,145.7175297,CRED.nSPC,PAG-0326 21-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.61400032,263.4563836,1.072747934,high,38525.04442,4.001232147,9.6,125.77,34.31,131.7702857,315.94,0.349112427,0.563333333,0.196666667,-0.457034692
PAG-0270,18.06525003,145.7116074,CRED.nSPC,PAG-0270 21-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.61400032,263.4563836,0.404237288,high,38910.35068,4.001232147,22.35,21.54171429,38.03,7.595428571,67.16714286,0.094202899,0.89032258,0.083870968,-1.025935732
PAG-158,18.07522274,145.7501039,CRED.nSPC,PAG-158 11-04-13 nSPC,Pagan,Uninhabited,MARIAN,25.56900024,319.4356564,0.572733873,high,82056.43266,4.001232147,21,35.45485714,93.77,29.78885714,189.012,0.044642858,0.65882353,0.029411765,-1.350248014
PAG-87,18.08740441,145.7334417,CRED.nSPC,PAG-87 11-04-11 nSPC,Pagan,Uninhabited,MARIAN,25.56900024,269.2642159,0.487596788,high,26067.78795,4.001232147,24,9.902857143,43.552,33.64685714,87.10171429,3.592592589,0.18,0.646666666,0.55540797
PAG-229,18.08962829,145.7414082,CRED.nSPC,PAG-229 11-04-11 nSPC,Pagan,Uninhabited,MARIAN,25.56900024,280.0154241,0.593118258,high,22063.78163,4.001232147,5,61.21142857,3.655428571,64.91114286,129.778,0.376404494,0.593333333,0.223333333,-0.4243452
PAG-155,18.09795446,145.7517679,CRED.nSPC,PAG-155 11-04-11 nSPC,Pagan,Uninhabited,MARIAN,25.56900024,312.4321785,0.487596788,high,17450.01905,4.001232147,13,5.415714286,10.47857143,3.212571429,19.10685714,0.095652173,0.766666667,0.073333333,-1.019305157
PAG-192,18.09305775,145.7618355,CRED.nSPC,PAG-192 11-04-13 nSPC,Pagan,Uninhabited,MARIAN,25.56900024,318.1344972,1.127823142,high,54071.63219,4.001232147,16.25,70.16371429,20.20085714,41.67028571,132.0348571,0.309782609,0.613333333,0.19,-0.508942967
PAG-71,18.08060828,145.7560936,CRED.nSPC,PAG-71 11-04-13 nSPC,Pagan,Uninhabited,MARIAN,25.56900024,319.4356564,0.256130336,high,79784.76387,4.001232147,22,2.676,0,0,2.676,0.111111111,0.75,0.083333333,-0.954242511
PAG-0338,18.09061602,145.7591141,CRED.nSPC,PAG-0338 20-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.56900024,318.1344972,0.931777778,high,60139.99167,4.001232147,10.05,125.77,93.77,53.20457143,315.94,0.119521912,0.784375,0.09375,-0.922552467
PAG-0310,18.07589924,145.750792,CRED.nSPC,PAG-0310 20-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.56900024,319.4356564,0.808761468,high,82196.52642,4.001232147,21.35,24.65171429,10.808,44.89685714,80.35657143,0.309941521,0.57,0.176666667,-0.50872024
PAG-0397,18.07184734,145.746436,CRED.nSPC,PAG-0397 20-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.56900024,319.4356564,0.807096774,high,83392.10768,4.001232147,4.85,24.782,5.564571429,144.6508571,174.9974286,0.293269232,0.693333333,0.203333334,-0.532733498
PAG-0315,18.09650506,145.7491323,CRED.nSPC,PAG-0315 21-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.56900024,312.4321785,0.663655914,high,18946.10032,4.001232147,22,6.783714286,2.642285714,0,9.426,5.081632661,0.158064516,0.803225807,0.706003268
PAG-0339,18.09868494,145.7532206,CRED.nSPC,PAG-0339 21-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.56900024,312.4321785,0.763461538,high,16569.83778,4.001232147,10.75,41.64,4.771428571,50.89142857,97.30285714,0.152542373,0.59,0.09,-0.816609502
PAG-0409,18.08528102,145.7319739,CRED.nSPC,PAG-0409 21-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.56900024,269.2642159,1.365451807,high,0,4.001232147,5.3,60.63171429,29.61857143,39.87285714,130.1231429,0.465517241,0.386666667,0.18,-0.33206423
PAG-0342,18.0860167,145.727704,CRED.nSPC,PAG-0342 21-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.56900024,269.2642159,0.981469298,high,32104.13805,4.001232147,14.7,121.8545714,62.99628571,88.62714286,273.478,0.398876405,0.593333333,0.236666667,-0.399161653
PAG-0385,18.10417878,145.7572547,CRED.nSPC,PAG-0385 21-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.56900024,312.4321785,0.866590909,high,15359.44401,4.001232147,3.75,17.90514286,25.45942857,26.11542857,69.48,0.078512396,0.733333333,0.057575757,-1.105061769
PAG-122,18.09869265,145.7938941,CRED.nSPC,PAG-122 11-04-13 nSPC,Pagan,Uninhabited,MARIAN,25.78499985,319.0016781,0.415874789,high,101619.0799,4.001232147,22,32.78257143,93.77,171.71,315.94,0.057251908,0.873333333,0.05,-1.242210032
PAG-0281,18.09914276,145.7975523,CRED.nSPC,PAG-0281 20-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.78499985,324.0815716,0.397326733,high,125213.0272,4.001232147,23.75,51.17857143,28.52971429,65.45,145.1582857,0.15151515,0.74516129,0.112903225,-0.819543938
PAG-0322,18.10292182,145.7720827,CRED.nSPC,PAG-0322 20-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.78499985,318.1344972,0.642083333,high,19155.56283,4.001232147,9.25,15.408,10.68342857,78.37028571,104.4617143,0.142857142,0.746666667,0.106666666,-0.845098043
PAG-0291,18.10390745,145.8012666,CRED.nSPC,PAG-0291 22-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.78499985,315.5442707,0.654268293,high,127206.7303,4.001232147,29.1,49.86771429,17.77057143,37.17714286,104.8154286,0.064981949,0.923333333,0.06,-1.187207264
PAG-85,18.0495721,145.7055241,CRED.nSPC,PAG-85 11-04-11 nSPC,Pagan,Uninhabited,MARIAN,25.75799942,269.2642159,0.487596788,high,39965.63194,4.001232147,20,21.22771429,36.34685714,87.37314286,144.9477143,0.303191489,0.626666667,0.19,-0.518282994
PAG-200,18.05772392,145.7106869,CRED.nSPC,PAG-200 11-04-13 nSPC,Pagan,Uninhabited,MARIAN,25.75799942,269.2642159,0.854276315,high,26536.12546,4.001232147,5,73.50542857,18.59114286,37.25,129.3465714,0.279411765,0.6375,0.178125,-0.553755312
PAG-162,18.0596681,145.7102948,CRED.nSPC,PAG-162 11-04-13 nSPC,Pagan,Uninhabited,MARIAN,25.75799942,269.2642159,0.849384686,high,34876.1756,4.001232147,16,14.49685714,13.87457143,8.043142857,36.41457143,0.128099174,0.780645161,0.1,-0.892453672
PAG-204,18.0542026,145.710798,CRED.nSPC,PAG-204 11-04-13 nSPC,Pagan,Uninhabited,MARIAN,25.75799942,269.2642159,0.735363693,high,22100.20663,4.001232147,3,36.96628571,33.35628571,10.95428571,81.27685714,0.475409836,0.571875,0.271875,-0.322931837
PAG-0349,18.04265359,145.7116766,CRED.nSPC,PAG-0349 20-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.75799942,276.5508939,0.891832061,high,86497.45461,4.001232147,15.05,43.17171429,34.53,29.17485714,106.8765714,0.142180095,0.811538462,0.115384616,-0.847161199
PAG-0396,18.04589144,145.7193268,CRED.nSPC,PAG-0396 20-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.75799942,276.5508939,1.757177419,high,78877.4951,4.001232147,3.9,117.6391429,9.244857143,136.858,263.742,0.289308175,0.53,0.153333333,-0.538639294
PAG-0280,18.04387945,145.7180802,CRED.nSPC,PAG-0280 20-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.75799942,276.5508939,0.521509434,high,90865.26406,4.001232147,23.45,4.295428571,15.43771429,53.626,73.35914286,0.169811321,0.706666667,0.12,-0.77003336
PAG-0313,18.05575359,145.7078195,CRED.nSPC,PAG-0313 21-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.75799942,269.2642159,0.744888889,high,38443.31941,4.001232147,21.85,76.44085714,43.44428571,17.524,137.4091429,0.199999999,0.774193548,0.154838709,-0.698970006
PAG-0252,18.0603177,145.7084089,CRED.nSPC,PAG-0252 21-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.75799942,263.4563836,0.356354167,high,40625.79133,4.001232147,21.15,30.79914286,24.52285714,38.17314286,93.49514286,0.17063492,0.812903225,0.138709677,-0.767932086
PAG-0301,18.04469308,145.7051747,CRED.nSPC,PAG-0301 21-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.75799942,276.5508939,0.266666667,high,58581.91664,4.001232147,24.35,19.09314286,2.194285714,15.09885714,36.38628571,0.20703125,0.8,0.165625,-0.683964096
PAG-0319,18.05099904,145.7089135,CRED.nSPC,PAG-0319 21-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.75799942,269.2642159,0.162816092,high,28603.70987,4.001232147,8.5,23.29514286,5.127428571,62.706,91.12857143,0.137254902,0.85,0.116666667,-0.862472135
PAG-78,18.05957221,145.7425386,CRED.nSPC,PAG-78 11-04-13 nSPC,Pagan,Uninhabited,MARIAN,25.64699936,318.1702598,0.984285214,high,96399.75789,4.001232147,23,7.147714286,43.99085714,6.509714286,57.64828571,0.085201795,0.743333334,0.063333334,-1.069551258
PAG-97,18.0547035,145.7386626,CRED.nSPC,PAG-97 11-04-13 nSPC,Pagan,Uninhabited,MARIAN,25.64699936,276.5508939,0.595614465,high,98640.02982,4.001232147,29,35.27228571,22.73742857,171.71,315.94,0.15873016,0.609677419,0.096774194,-0.799340547
PAG-211,18.053467,145.734691,CRED.nSPC,PAG-211 11-04-13 nSPC,Pagan,Uninhabited,MARIAN,25.64699936,276.5508939,0.487596788,high,96794.75166,4.001232147,6,11.72742857,3.721428571,0,15.44885714,0.120192307,0.670967742,0.080645161,-0.920123328
PAG-0305,18.06109965,145.7437395,CRED.nSPC,PAG-0305 20-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.64699936,318.1702598,0.6365,high,96286.81414,4.001232147,26.65,10.11771429,24.82885714,53.61771429,88.56428571,0.1146789,0.751724138,0.086206897,-0.940516483
PAG-0359,18.04910883,145.7302527,CRED.nSPC,PAG-0359 20-04-2014 nSPC,Pagan,Uninhabited,MARIAN,25.64699936,276.5508939,0.823050847,high,101121.133,4.001232147,7.75,54.346,1.802,13.638,69.786,0.302439024,0.640625,0.19375,-0.519362172
ALA-68,17.62106423,145.8299634,CRED.nSPC,ALA-68 11-04-23 nSPC,Alamagan,Uninhabited,MARIAN,25.75799942,313.2891518,0.487596788,high,103414.3424,4.001232147,25,25.03571429,19.09228571,39.03685714,83.16485714,0.970802918,0.456666667,0.443333333,-0.012868927
ALA-83,17.61747468,145.8216046,CRED.nSPC,ALA-83 11-04-23 nSPC,Alamagan,Uninhabited,MARIAN,25.75799942,311.0873398,0.719063239,high,18547.36595,4.001232147,11,125.77,15.36971429,98.42828571,303.8234286,0.334905661,0.706666667,0.236666667,-0.475077512
ALA-69,17.61018327,145.8160994,CRED.nSPC,ALA-69 11-04-23 nSPC,Alamagan,Uninhabited,MARIAN,25.75799942,306.8016812,0.828210021,high,34274.26309,4.001232147,22,7.050285714,5.072571429,33.39657143,45.51942857,2.061728393,0.27,0.556666666,0.314231452
ALA-70,17.57860964,145.8254032,CRED.nSPC,ALA-70 11-04-23 nSPC,Alamagan,Uninhabited,MARIAN,25.75799942,311.4764841,0.487596788,high,56409.81034,4.001232147,19,30.056,8.794,87.63628571,126.4862857,0.10041841,0.853571429,0.085714286,-0.998186658
ALA-91,17.57902237,145.8375706,CRED.nSPC,ALA-91 11-04-23 nSPC,Alamagan,Uninhabited,MARIAN,25.75799942,311.2704598,0.628681101,high,94985.77037,4.001232147,11,32.51685714,12.97,47.50428571,92.99114286,0.139999999,0.833333333,0.116666666,-0.853871967
ALA-0096,17.59192429,145.8137212,CRED.nSPC,ALA-0096 02-05-2014 nSPC,Alamagan,Uninhabited,MARIAN,25.75799942,309.3852291,0.539753521,high,23406.36603,4.001232147,20,27.05628571,13.16028571,107.6417143,147.8582857,0.243902439,0.759259259,0.185185185,-0.612783857
ALA-0101,17.57945596,145.8230366,CRED.nSPC,ALA-0101 02-05-2014 nSPC,Alamagan,Uninhabited,MARIAN,25.75799942,311.4764841,0.310102837,high,47032.89456,4.001232147,21.85,62.35057143,13.09114286,171.71,269.3985714,0.071129708,0.796666667,0.056666667,-1.147948977
ALA-0129,17.60209993,145.8140697,CRED.nSPC,ALA-0129 02-05-2014 nSPC,Alamagan,Uninhabited,MARIAN,25.75799942,306.8016812,1.634468085,high,29596.17864,4.001232147,3.3,98.58114286,15.37085714,65.53142857,179.4834286,0.004115226,0.783870967,0.003225806,-2.385606334
ALA-0104,17.6211183,145.83638,CRED.nSPC,ALA-0104 02-05-2014 nSPC,Alamagan,Uninhabited,MARIAN,25.75799942,312.6449433,0.957932331,high,129511.9616,4.001232147,16.2,116.0754286,20.10285714,95.77885714,231.9571429,0.151898734,0.79,0.12,-0.818445845
ALA-0142,17.58471075,145.8435389,CRED.nSPC,ALA-0142 02-05-2014 nSPC,Alamagan,Uninhabited,MARIAN,25.75799942,312.0677452,1.068614458,high,99866.6892,4.001232147,6.15,79.886,68.48657143,24.546,172.9185714,0.058823529,0.906666667,0.053333333,-1.230448924
ALA-0116,17.58363945,145.8216993,CRED.nSPC,ALA-0116 02-05-2014 nSPC,Alamagan,Uninhabited,MARIAN,25.75799942,309.5698407,0.115465116,high,19353.87846,4.001232147,9.65,47.97342857,0,104.1505714,152.124,0.086330935,0.896774193,0.077419355,-1.063833553
ALA-0112,17.61450581,145.8197676,CRED.nSPC,ALA-0112 02-05-2014 nSPC,Alamagan,Uninhabited,MARIAN,25.75799942,311.0873398,1.134677419,high,17879.88156,4.001232147,8.95,70.93142857,20.15171429,85.04742857,176.1305714,0.164383562,0.73,0.12,-0.784141614
ALA-0139,17.60798654,145.8497412,CRED.nSPC,ALA-0139 02-05-2014 nSPC,Alamagan,Uninhabited,MARIAN,25.75799942,315.2284912,0.41837766,high,130560.4741,4.001232147,10.65,54.01171429,0.707428571,20.37714286,75.09628571,0.179916317,0.796666667,0.143333333,-0.744929447
ALA-0111,17.57908179,145.835197,CRED.nSPC,ALA-0111 02-05-2014 nSPC,Alamagan,Uninhabited,MARIAN,25.75799942,311.2704598,1.211443966,high,69366.92619,4.001232147,9.85,55.13057143,9.034571429,19.50885714,83.674,0.085585585,0.822222222,0.07037037,-1.067599376
ALA-0130,17.58607104,145.8217236,CRED.nSPC,ALA-0130 02-05-2014 nSPC,Alamagan,Uninhabited,MARIAN,25.75799942,309.5698407,0.136130435,high,16811.15341,4.001232147,5.1,94.958,7.208,92.69771429,194.8637143,0.003831417,0.87,0.003333333,-2.416640551
ALA-0140,17.60516217,145.8516427,CRED.nSPC,ALA-0140 02-05-2014 nSPC,Alamagan,Uninhabited,MARIAN,25.75799942,315.2284912,0.515117647,high,131464.9147,4.001232147,23.8,13.80485714,2.642285714,0,16.44714286,0.212264151,0.6625,0.140625,-0.673123347
GUG-77,17.32107173,145.8460252,CRED.nSPC,GUG-77 11-04-24 nSPC,Guguan,Uninhabited,MARIAN,25.78199959,303.414165,0.719063239,high,130435.6085,3.998485327,23,30.96257143,60.84514286,171.1231429,262.9308571,1.06122449,0.326666666,0.346666666,0.025807264
GUG-109,17.31486635,145.8317723,CRED.nSPC,GUG-109 11-04-24 nSPC,Guguan,Uninhabited,MARIAN,25.78199959,303.895887,0.719063239,high,21747.16287,3.998485327,6,95.95514286,58.14142857,93.11457143,247.2111429,0.35,0.4,0.14,-0.455931956
GUG-92,17.32012818,145.8345876,CRED.nSPC,GUG-92 11-04-24 nSPC,Guguan,Uninhabited,MARIAN,25.78199959,301.7834394,0.835785638,high,43731.44138,3.998485327,15,84.79657143,16.16457143,12.15628571,113.1174286,0.3,0.566666667,0.17,-0.522878746
GUG-0132,17.31755988,145.8326705,CRED.nSPC,GUG-0132 06-05-2014 nSPC,Guguan,Uninhabited,MARIAN,25.78199959,301.6718703,1.468480392,high,39088.85692,3.998485327,8.55,29.19457143,13.15485714,123.7577143,166.1071429,0.152542373,0.786666666,0.12,-0.816609502
GUG-0157,17.32260025,145.8397871,CRED.nSPC,GUG-0157 06-05-2014 nSPC,Guguan,Uninhabited,MARIAN,25.78199959,301.7834394,0.716166667,high,111848.3176,3.998485327,24.3,29.09657143,3.721428571,40.50285714,73.32085714,0.673333332,0.483870968,0.325806451,-0.171769886
GUG-0122,17.32006623,145.8466772,CRED.nSPC,GUG-0122 06-05-2014 nSPC,Guguan,Uninhabited,MARIAN,25.78199959,303.414165,1.101965649,high,128778.4679,3.998485327,15.05,81.49885714,53.94114286,47.17628571,182.6162857,0.41772152,0.509677419,0.212903226,-0.379113151
GUG-69,17.30673306,145.8528129,CRED.nSPC,GUG-69 11-04-24 nSPC,Guguan,Uninhabited,MARIAN,25.98900032,303.1802932,0.719063239,high,130659.6023,3.998485327,21,17.59628571,14.92171429,59.04571429,91.56371429,1.402597404,0.275,0.385714286,0.146933031
GUG-86,17.29537616,145.8465841,CRED.nSPC,GUG-86 11-04-24 nSPC,Guguan,Uninhabited,MARIAN,25.98900032,303.895887,0.487596788,high,130775.371,3.998485327,16,36.82942857,22.34057143,69.85628571,129.0262857,0.354651163,0.593103449,0.210344828,-0.450198612
GUG-110,17.30222711,145.8328696,CRED.nSPC,GUG-110 11-04-24 nSPC,Guguan,Uninhabited,MARIAN,25.98900032,303.895887,0.619256604,high,25222.54418,3.998485327,5,51.86942857,3.604,55.25657143,110.73,0.163551401,0.713333333,0.116666666,-0.786345731
GUG-60,17.29761019,145.8500971,CRED.nSPC,GUG-60 11-04-24 nSPC,Guguan,Uninhabited,MARIAN,25.98900032,303.1802932,0.384893131,high,130650.8304,3.998485327,23,44.54914286,15.86371429,149.53,209.9428571,1.199999997,0.35483871,0.425806451,0.079181245
GUG-88,17.30181749,145.8505493,CRED.nSPC,GUG-88 11-04-24 nSPC,Guguan,Uninhabited,MARIAN,25.98900032,303.1802932,0.547606608,high,125155.6334,3.998485327,13.5,38.99771429,7.442857143,68.73142857,115.172,0.554878049,0.546666666,0.303333333,-0.255802456
GUG-87,17.29834093,145.8371708,CRED.nSPC,GUG-87 11-04-24 nSPC,Guguan,Uninhabited,MARIAN,25.98900032,303.895887,0.390000859,high,25180.40668,3.998485327,9.5,90.12142857,11.81828571,83.73314286,185.6728571,0.180094786,0.703333333,0.126666666,-0.744498861
GUG-106,17.30794022,145.8321583,CRED.nSPC,GUG-106 11-04-24 nSPC,Guguan,Uninhabited,MARIAN,25.98900032,303.895887,0.719063239,high,0,3.998485327,5,11.90628571,19.88685714,49.74257143,81.53571429,0.043783957,0.651875,0.028541667,-1.358684991
GUG-0137,17.30457723,145.8306799,CRED.nSPC,GUG-0137 06-05-2014 nSPC,Guguan,Uninhabited,MARIAN,25.98900032,303.895887,0.403088235,high,25831.13794,3.998485327,22.35,43.73485714,13.59085714,28.10542857,85.43114286,0.581081081,0.548148149,0.318518519,-0.235763264
GUG-0152,17.29727458,145.8364588,CRED.nSPC,GUG-0152 06-05-2014 nSPC,Guguan,Uninhabited,MARIAN,25.98900032,303.895887,0.274872881,high,29601.49113,3.998485327,20.1,47.27285714,12.078,0,59.35085714,0.353773585,0.6625,0.234375,-0.451274598
GUG-0147,17.31372457,145.8504548,CRED.nSPC,GUG-0147 06-05-2014 nSPC,Guguan,Uninhabited,MARIAN,25.98900032,303.1802932,0.547427184,high,124862.8022,3.998485327,22.05,26.92771429,45.984,12.146,85.05771429,0.181372549,0.68,0.123333333,-0.741428445
GUG-0127,17.30237598,145.8504295,CRED.nSPC,GUG-0127 06-05-2014 nSPC,Guguan,Uninhabited,MARIAN,25.98900032,303.1802932,1.031293103,high,123290.399,3.998485327,12.35,79.61028571,70.65114286,37.70542857,187.9668571,0.106481482,0.72,0.076666667,-0.972725913
GUG-0112,17.29808654,145.8396111,CRED.nSPC,GUG-0112 06-05-2014 nSPC,Guguan,Uninhabited,MARIAN,25.98900032,303.895887,0.805909091,high,23059.08476,3.998485327,3.45,125.77,16.11942857,0,274.3165714,0.024390244,0.956666666,0.023333333,-1.612783863
GUG-0154,17.31092644,145.8314551,CRED.nSPC,GUG-0154 06-05-2014 nSPC,Guguan,Uninhabited,MARIAN,25.98900032,303.895887,1.121134021,high,21058.26598,3.998485327,5.45,125.77,36.97657143,25.51714286,188.6157143,0.481707318,0.529032258,0.25483871,-0.317216756
GUG-0130,17.29507349,145.8462223,CRED.nSPC,GUG-0130 06-05-2014 nSPC,Guguan,Uninhabited,MARIAN,25.98900032,303.895887,0.636578947,high,132255.7179,3.998485327,13.8,63.67114286,30.94571429,64.10314286,158.72,0.298913043,0.634482759,0.189655172,-0.524455135
GUG-0140,17.29941423,145.8505519,CRED.nSPC,GUG-0140 06-05-2014 nSPC,Guguan,Uninhabited,MARIAN,25.98900032,303.1802932,1.038,high,128724.7647,3.998485327,22.7,53.10628571,5.284571429,55.85228571,114.2431429,0.440191388,0.653125,0.2875,-0.356358459
SAR-87,16.70254016,145.7662397,CRED.nSPC,SAR-87 11-04-10 nSPC,Sarigan,Uninhabited,MARIAN,25.72200012,303.8120554,0.609727327,high,24423.28479,3.998485327,13.5,16.74142857,10.86485714,37.45542857,65.06171429,0.379661017,0.491666667,0.186666667,-0.420603993
SAR-0137,16.70389669,145.7660189,CRED.nSPC,SAR-0137 19-04-2014 nSPC,Sarigan,Uninhabited,MARIAN,25.72200012,303.8120554,0.899055556,high,26709.36296,3.998485327,12.65,45.70828571,27.54228571,95.48914286,168.7397143,0.118773947,0.87,0.103333334,-0.925278811
SAR-60,16.71723045,145.7747603,CRED.nSPC,SAR-60 11-04-10 nSPC,Sarigan,Uninhabited,MARIAN,25.57500076,302.5777727,0.31504907,high,96038.75165,3.998485327,25.5,69.21514286,29.56514286,128.0168571,226.7971429,0.181818182,0.586666667,0.106666667,-0.740362688
SAR-73,16.71050205,145.7671863,CRED.nSPC,SAR-73 11-04-10 nSPC,Sarigan,Uninhabited,MARIAN,25.57500076,303.8120554,0.356708021,high,50106.65086,3.998485327,20.5,14.29142857,3.604,27.44342857,45.33885714,0.233147114,0.559375,0.130416667,-0.632369956
SAR-109,16.70060034,145.7699044,CRED.nSPC,SAR-109 11-04-10 nSPC,Sarigan,Uninhabited,MARIAN,25.57500076,303.8120554,0.601323079,high,15518.49089,3.998485327,5,38.54742857,7.442857143,10.63742857,56.62771429,0.01107633,0.865208333,0.009583333,-1.955604114
SAR-0129,16.71140051,145.7677118,CRED.nSPC,SAR-0129 19-04-2014 nSPC,Sarigan,Uninhabited,MARIAN,25.57500076,302.5777727,0.295842697,high,56146.20409,3.998485327,21.4,24.63542857,13.46114286,45.26542857,83.362,0.16509434,0.683870968,0.112903226,-0.782267816
SAR-0142,16.71556497,145.7830011,CRED.nSPC,SAR-0142 19-04-2014 nSPC,Sarigan,Uninhabited,MARIAN,25.57500076,302.5777727,1.141666667,high,118470.3146,3.998485327,6,125.77,93.77,84.04771429,315.94,0.159999999,0.833333334,0.133333333,-0.795880019
SAR-0111,16.70897051,145.789142,CRED.nSPC,SAR-0111 19-04-2014 nSPC,Sarigan,Uninhabited,MARIAN,25.57500076,302.5777727,0.398209302,high,122793.599,3.998485327,21.1,24.54742857,0,27.062,51.60942857,0.082278482,0.544827587,0.044827587,-1.084713728
SAR-0140,16.71410191,145.7740962,CRED.nSPC,SAR-0140 19-04-2014 nSPC,Sarigan,Uninhabited,MARIAN,25.57500076,302.5777727,0.782578947,high,40207.26007,3.998485327,5.75,125.77,49.17485714,95.31971429,285.7182857,0.164705882,0.85,0.14,-0.78329089
SAR-0124,16.71876141,145.7812244,CRED.nSPC,SAR-0124 19-04-2014 nSPC,Sarigan,Uninhabited,MARIAN,25.57500076,302.5777727,0.894735294,high,130189.371,3.998485327,25,45.82285714,2.912,63.74228571,112.4771429,0.091324201,0.73,0.066666667,-1.039414117
SAR-0122,16.70210523,145.7906969,CRED.nSPC,SAR-0122 19-04-2014 nSPC,Sarigan,Uninhabited,MARIAN,25.57500076,302.5777727,0.789551282,high,122145.3302,3.998485327,22.35,118.6245714,3.721428571,98.99742857,221.3434286,0.045871559,0.726666666,0.033333333,-1.338456498
SAR-104,16.69852062,145.7720675,CRED.nSPC,SAR-104 11-04-10 nSPC,Sarigan,Uninhabited,MARIAN,25.9829998,303.8120554,0.670503844,high,17465.25342,3.998485327,3.5,73.47914286,15.37085714,66.54971429,155.3997143,0.028403967,0.869803922,0.024705882,-1.546620999
SAR-69,16.69038875,145.7843597,CRED.nSPC,SAR-69 11-04-10 nSPC,Sarigan,Uninhabited,MARIAN,25.9829998,302.7763156,0.629533763,high,83237.27643,3.998485327,23,29.19685714,24.88257143,65.05371429,119.1331429,0.530769231,0.464285715,0.246428572,-0.275094261
SAR-105,16.69223545,145.7822368,CRED.nSPC,SAR-105 11-04-10 nSPC,Sarigan,Uninhabited,MARIAN,25.9829998,302.7763156,0.656745348,high,15955.9159,3.998485327,4.5,125.77,20.91628571,42.65114286,218.884,0.069264069,0.721875,0.05,-1.159491997
SAR-90,16.69565862,145.7735165,CRED.nSPC,SAR-90 11-04-10 nSPC,Sarigan,Uninhabited,MARIAN,25.9829998,302.7763156,0.719063239,high,19628.29408,3.998485327,14,19.91314286,18.20942857,26.09057143,64.21314286,0.415730337,0.55625,0.23125,-0.381188283
SAR-95,16.69189867,145.7780554,CRED.nSPC,SAR-95 11-04-10 nSPC,Sarigan,Uninhabited,MARIAN,25.9829998,302.7763156,0.666018844,high,27184.05984,3.998485327,11.5,40.06085714,18.12714286,0,58.188,0.213389121,0.746875,0.159375,-0.670827725
SAR-0149,16.69493987,145.7876644,CRED.nSPC,SAR-0149 19-04-2014 nSPC,Sarigan,Uninhabited,MARIAN,25.9829998,302.5777727,1.524315789,high,112243.1019,3.998485327,11,109.3008571,35.92228571,38.09142857,183.3145714,0.140703518,0.686206896,0.096551724,-0.851695045
